"","ID_VIV","ID_PER","UPM","VIV_SEL","R_SEL","CVE_ENT","NOM_ENT","CVE_MUN","NOM_MUN","LOC","CD","NOM_CD","PER","R_DEF","H_MUD","S_MUD","TIPO_CUEST","N_ENT","SEXO","EDAD","BP1_1","BP1_2_01","BP1_2_02","BP1_2_03","BP1_2_04","BP1_2_05","BP1_2_06","BP1_2_07","BP1_2_08","BP1_2_09","BP1_2_10","BP1_2_11","BP1_2_12","BP1_3","BP1_4_1","BP1_4_2","BP1_4_3","BP1_4_4","BP1_4_5","BP1_4_6","BP1_4_7","BP1_4_8","BP1_5_1","BP1_5_2","BP1_5_3","BP1_5_4","BP1_5_5","BP1_6_01","BP1_6_02","BP1_6_03","BP1_6_04","BP1_6_05","BP1_6_06","BP1_6_07","BP1_6_08","BP1_6_09","BP1_6_10","BP1_6_11","BP1_6_12","BP1_6_13","BP1_6_99","BP1_7_1","BP1_7_2","BP1_7_3","BP1_7_4","BP1_7_5","BP1_8_1","BP1_8_2","BP1_8_3","BP1_8_4","BP1_8_5","BP1_9_1","BP1_9_2","BP1_9_3","BP1_9_4","BP1_9_5","BP2_1","BP2_2_01","BP2_2_02","BP2_2_03","BP2_2_04","BP2_2_05","BP2_2_06","BP2_2_07","BP2_2_08","BP2_2_09","BP2_2_10","BP2_2_11","BP2_2_12","BP2_2_13","BP2_2_14","BP2_2_15","BP2_2_16","BP2_2_17","BP2_2_18","BP2_3_1","BP2_3_2","BP2_3_3","BP2_3_4","BP2_3_5","BP2_3_6","BP2_3_7","BP2_4_01","BP2_4_02","BP2_4_03","BP2_4_04","BP2_4_05","BP2_4_06","BP2_4_07","BP2_4_08","BP2_4_09","BP2_4_10","BP2_4_11","BP3_1_01","BP3_1_02","BP3_1_03","BP3_1_04","BP3_1_05","BP3_1_06","BP3_1_07","BP3_1_08","BP3_1_09","BP3_1_10","BP3_1_11","BP3_1_12","BP3_1_13","BP3_1_14","BP3_1_15","BP3_1_16","BP3_1_99","BP3_2","BP4_1","BP4_2","BP4_3_1","BP4_3_2","BP4_3_3","BP4_3_4","BP4_3_5","BP4_3_6","BP4_4_1_1","BP4_4_1_2","BP4_4_1_3","BP4_4_2_1","BP4_4_2_2","BP4_4_2_3","BP4_4_3_1","BP4_4_3_2","BP4_4_3_3","BP4_4_4_1","BP4_4_4_2","BP4_4_4_3","BP4_4_5_1","BP4_4_5_2","BP4_4_5_3","BP4_4_6_1","BP4_4_6_2","BP4_4_6_3","BP4_5_1_1","BP4_5_1_2","BP4_5_1_3","BP4_5_1_4","BP4_5_1_5","BP4_5_1_6","BP4_5_1_7","BP4_5_1_8","BP4_5_1_9","BP4_5_2_1","BP4_5_2_2","BP4_5_2_3","BP4_5_2_4","BP4_5_2_5","BP4_5_2_6","BP4_5_2_7","BP4_5_2_8","BP4_5_2_9","BP4_5_3_1","BP4_5_3_2","BP4_5_3_3","BP4_5_3_4","BP4_5_3_5","BP4_5_3_6","BP4_5_3_7","BP4_5_3_8","BP4_5_3_9","BP4_5_4_1","BP4_5_4_2","BP4_5_4_3","BP4_5_4_4","BP4_5_4_5","BP4_5_4_6","BP4_5_4_7","BP4_5_4_8","BP4_5_4_9","BP4_5_5_1","BP4_5_5_2","BP4_5_5_3","BP4_5_5_4","BP4_5_5_5","BP4_5_5_6","BP4_5_5_7","BP4_5_5_8","BP4_5_5_9","BP4_5_6_1","BP4_5_6_2","BP4_5_6_3","BP4_5_6_4","BP4_5_6_5","BP4_5_6_6","BP4_5_6_7","BP4_5_6_8","BP4_5_6_9","BP5_1","FAC_SEL","DOMINIO","EST","UPM_DIS","EST_DIS"
"10105","1204248.061","1204248.061.02","1204248","04","02","12","Guerrero","038","Zihuatanejo de Azueta","0013","58","Ixtapa-Zihuatanejo","0321","01",0,0,"-",4,"2","39","2","2","2","2","3","2","2","2","2","2","1","2","2","3","2","2","2","2","2","2","2","2","1","1","1","3","2","0","1","1","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","1","3","2","1","1","1","2","2","1","1","1","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","3","1","1","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,252,"U","2","23270","2750"
"10106","1204248.109","1204248.109.01","1204248","03","01","12","Guerrero","038","Zihuatanejo de Azueta","0013","58","Ixtapa-Zihuatanejo","0321","01",0,0,"-",4,"2","38","1","1","3","1","3","1","1","1","1","1","1","1","1","1","2","1","2","2","2","1","2","2","2","2","2","3","2","1","0","0","0","0","0","0","1","1","0","0","0","0","0","1","1","1","1","1","3","3","1","1","1","3","3","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","0","0","0","1","1","1","0","0","1","0","0","0","3","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3,252,"U","2","23270","2750"
"10107","1204248.159","1204248.159.01","1204248","02","01","12","Guerrero","038","Zihuatanejo de Azueta","0013","58","Ixtapa-Zihuatanejo","0321","01",0,0,"-",4,"1","40","1","1","1","1","3","1","1","1","1","3","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","0","1","1","0","0","0","0","0","1","0","0","0","0","0","1","1","1","1","1","2","1","1","1","1","2","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","1","0","0","0","0","1","1","0","0","0","0","0","0","3","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,252,"U","2","23270","2750"
"10108","1204248.180","1204248.180.01","1204248","01","01","12","Guerrero","038","Zihuatanejo de Azueta","0013","58","Ixtapa-Zihuatanejo","0321","01",0,0,"-",4,"1","29","2","2","2","2","3","2","2","2","2","2","2","2","2","3","2","1","1","2","2","1","2","1","1","1","1","1","2","0","0","1","0","0","0","0","1","0","1","0","0","0","0","1","1","1","1","1","3","3","2","1","1","3","3","2","1","1","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","3","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,252,"U","2","23270","2750"
"10109","1204262.027","1204262.027.01","1204262","04","01","12","Guerrero","038","Zihuatanejo de Azueta","0023","58","Ixtapa-Zihuatanejo","0321","01",0,0,"-",3,"2","68","1","1","3","1","3","1","1","1","1","1","1","1","3","4","2","2","2","2","2","2","2","2","3","2","2","3","2","1","0","1","0","0","0","1","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","2","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3,156,"U","2","23280","2750"
"10110","1204262.040","1204262.040.02","1204262","01","02","12","Guerrero","038","Zihuatanejo de Azueta","0023","58","Ixtapa-Zihuatanejo","0321","01",0,0,"-",3,"1","38","1","1","1","1","3","1","1","1","1","3","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","0","0","0","1","0","0","0","0","0","1","0","0","0","1","1","1","1","1","2","2","2","2","2","2","3","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","0","0","0","1","0","0","0","0","0","1","0","0","0","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,313,"U","2","23280","2750"
"10111","1204262.052","1204262.052.01","1204262","03","01","12","Guerrero","038","Zihuatanejo de Azueta","0023","58","Ixtapa-Zihuatanejo","0321","01",0,0,"-",3,"1","38","1","1","1","1","3","1","1","1","1","3","1","2","1","1","2","1","2","2","2","2","2","2","2","2","3","2","2","0","0","1","0","1","0","0","0","1","0","0","0","0","0","1","1","1","1","1","4","4","2","1","1","4","4","2","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","0","1","1","1","1","0","0","1","0","1","0","0","0","4","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,313,"U","2","23280","2750"
"10112","1204262.066","1204262.066.02","1204262","02","02","12","Guerrero","038","Zihuatanejo de Azueta","0023","58","Ixtapa-Zihuatanejo","0321","01",0,0,"-",3,"2","58","2","1","3","1","3","3","1","2","2","3","1","1","3","1","2","2","2","2","2","2","2","2","3","3","2","3","2","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","1","2","2","1","2","2","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,469,"U","2","23280","2750"
"10113","1204262.096","1204262.096.02","1204262","05","02","12","Guerrero","038","Zihuatanejo de Azueta","0023","58","Ixtapa-Zihuatanejo","0321","01",0,0,"-",3,"1","19","1","1","1","1","1","1","1","1","1","1","1","1","3","1","2","1","2","2","2","2","2","2","2","2","2","1","2","0","0","1","0","0","0","1","0","1","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","0","0","0","0","1","0","1","0","0","0","0","0","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,313,"U","2","23280","2750"
"10114","1204267.009","1204267.009.01","1204267","05","01","12","Guerrero","038","Zihuatanejo de Azueta","0023","58","Ixtapa-Zihuatanejo","0321","01",0,0,"-",2,"1","74","1","1","3","1","3","3","1","3","3","3","1","1","3","1","2","2","2","2","2","2","2","2","1","3","1","2","2","1","0","0","0","0","0","0","1","1","0","0","0","0","0","1","1","1","1","1","3","1","1","1","1","9","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","1","1","1","0","0","1","0","0","0","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4,400,"U","2","23290","2750"
"10115","1204267.098","1204267.098.01","1204267","04","01","12","Guerrero","038","Zihuatanejo de Azueta","0023","58","Ixtapa-Zihuatanejo","0321","01",0,0,"-",2,"2","75","2","1","3","1","3","3","3","3","3","2","2","2","3","4","2","2","2","1","2","1","1","2","2","1","1","1","2","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","1","2","1","1","2","2","","2","2","3","2","","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","1","1","1","0","1","0","0","0","1","1","1","1","1","1","0","0","0","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5,400,"U","2","23290","2750"
"10116","1204267.127","1204267.127.02","1204267","02","02","12","Guerrero","038","Zihuatanejo de Azueta","0023","58","Ixtapa-Zihuatanejo","0321","01",0,0,"-",2,"2","32","2","2","2","2","3","2","2","2","2","3","2","2","2","3","2","1","1","2","1","2","2","2","1","1","2","1","2","0","0","1","0","1","0","0","1","0","0","0","0","0","0","1","1","1","1","1","4","3","2","2","2","4","3","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","1","1","0","1","0","1","1","0","0","0","0","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,267,"U","2","23290","2750"
"10117","1204267.157","1204267.157.02","1204267","01","02","12","Guerrero","038","Zihuatanejo de Azueta","0023","58","Ixtapa-Zihuatanejo","0321","01",0,0,"-",2,"1","22","2","1","1","2","3","2","2","2","2","2","1","2","2","1","2","2","2","2","2","2","2","2","2","1","1","1","2","0","0","1","0","0","0","0","1","0","1","0","0","0","0","2","1","1","1","1","","3","2","3","2","","3","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","0","1","1","1","1","1","1","1","1","0","0","0","3","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3,267,"U","2","23290","2750"
"10118","1204267.230","1204267.230.01","1204267","03","01","12","Guerrero","038","Zihuatanejo de Azueta","0023","58","Ixtapa-Zihuatanejo","0321","01",0,0,"-",2,"2","43","2","1","3","1","3","2","3","2","2","1","1","2","2","3","2","1","1","2","2","2","2","2","1","2","2","1","2","1","0","1","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","1","3","2","2","2","2","3","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","0","0","0","0","1","0","0","1","1","0","0","0","3","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3,133,"U","2","23290","2750"
"10119","1204268.032","1204268.032.01","1204268","01","01","12","Guerrero","038","Zihuatanejo de Azueta","0023","58","Ixtapa-Zihuatanejo","0321","01",0,0,"-",1,"1","49","1","1","1","1","3","1","1","3","3","1","3","1","1","2","2","2","2","2","2","2","2","2","3","1","1","2","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","1","3","3","2","1","1","2","2","2","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","0","0","0","0","0","1","0","1","0","0","0","0","0","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3,292,"U","2","23300","2750"
"10120","1204268.066","1204268.066.01","1204268","03","01","12","Guerrero","038","Zihuatanejo de Azueta","0023","58","Ixtapa-Zihuatanejo","0321","01",0,0,"-",1,"1","50","1","1","1","1","3","1","1","1","3","1","1","1","3","2","2","1","2","2","2","2","2","2","3","1","1","1","2","0","0","1","0","0","0","0","0","1","0","1","0","0","0","2","1","1","1","1","","2","2","2","1","","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","0","0","1","1","1","0","0","1","1","0","0","0","3","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3,292,"U","2","23300","2750"
"10121","1204268.152","1204268.152.03","1204268","04","03","12","Guerrero","038","Zihuatanejo de Azueta","0023","58","Ixtapa-Zihuatanejo","0321","01",0,0,"-",1,"2","34","2","1","2","1","3","1","1","2","2","1","1","2","1","4","2","1","2","2","2","1","2","2","1","2","2","3","2","1","1","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","1","3","2","2","2","1","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","1","1","0","0","1","0","1","1","1","1","1","0","0","0","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,438,"U","2","23300","2750"
"10122","1204268.214","1204268.214.01","1204268","02","01","12","Guerrero","038","Zihuatanejo de Azueta","0023","58","Ixtapa-Zihuatanejo","0321","01",0,0,"-",1,"1","42","2","1","2","2","3","2","1","2","2","2","1","1","2","3","2","1","2","2","1","2","2","2","1","1","1","1","2","0","0","1","0","0","0","0","1","0","1","0","0","0","0","1","1","1","1","1","3","2","1","1","1","3","2","2","1","1","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","0","0","0","1","1","1","0","1","0","0","0","3","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4,292,"U","2","23300","2750"
"10123","1204269.029","1204269.029.06","1204269","03","06","12","Guerrero","038","Zihuatanejo de Azueta","0023","58","Ixtapa-Zihuatanejo","0321","01",1,1,"-",5,"2","25","2","1","1","1","3","2","2","2","2","2","1","2","2","3","2","1","2","2","2","2","2","2","2","2","2","1","2","0","0","1","0","0","0","0","1","0","0","1","0","0","0","1","1","1","1","1","2","2","1","1","1","2","2","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","1","1","0","1","0","1","1","1","0","1","0","0","0","3","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4,249,"U","2","23310","2750"
"10124","1204269.139","1204269.139.01","1204269","02","01","12","Guerrero","038","Zihuatanejo de Azueta","0023","58","Ixtapa-Zihuatanejo","0321","01",0,0,"-",5,"1","72","1","1","3","1","3","1","1","1","1","3","1","2","1","1","2","1","2","2","2","2","2","2","1","1","1","1","2","0","0","0","0","0","0","0","1","1","0","1","0","0","0","1","1","2","1","1","1","1","","1","2","3","1","","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3,249,"U","2","23310","2750"
"10125","1204269.150","1204269.150.01","1204269","05","01","12","Guerrero","038","Zihuatanejo de Azueta","0023","58","Ixtapa-Zihuatanejo","0321","01",0,1,"-",5,"2","67","1","1","3","2","3","1","1","1","1","2","2","2","3","1","1","2","2","2","2","2","2","2","3","1","1","2","3","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","1","4","4","3","1","4","4","4","2","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","0","0","1","1","1","1","1","1","1","0","0","0","3","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3,125,"U","2","23310","2750"
"10126","1204269.209","1204269.209.02","1204269","04","02","12","Guerrero","038","Zihuatanejo de Azueta","0023","58","Ixtapa-Zihuatanejo","0321","01",0,0,"-",5,"2","60","2","1","3","2","3","2","2","2","2","2","2","2","2","4","2","1","2","2","2","2","2","2","1","1","1","1","2","1","0","1","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","1","4","3","3","4","2","4","3","2","2","3","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","0","1","0","1","0","1","1","1","1","1","0","0","0","4","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3,249,"U","2","23310","2750"
"10127","1204269.251","1204269.251.01","1204269","01","01","12","Guerrero","038","Zihuatanejo de Azueta","0023","58","Ixtapa-Zihuatanejo","0321","01",0,0,"-",5,"2","65","2","2","2","2","3","2","2","3","3","2","2","2","2","3","1","1","1","1","1","2","2","1","1","1","1","1","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","2","1","1","","","","3","3","","","","3","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","0","1","1","1","1","1","1","1","1","0","0","0","4","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,125,"U","2","23310","2750"
"10128","1204282.015","1204282.015.06","1204282","03","06","12","Guerrero","038","Zihuatanejo de Azueta","0124","58","Ixtapa-Zihuatanejo","0321","01",0,1,"-",3,"2","44","2","2","3","2","3","2","1","2","2","2","1","2","3","3","2","1","2","1","1","1","2","2","1","1","3","1","2","0","0","1","1","0","0","0","1","0","0","0","0","0","0","2","1","1","1","1","","3","1","2","2","","2","1","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","3","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,200,"U","2","23320","2750"
"10129","1204282.088","1204282.088.02","1204282","01","02","12","Guerrero","038","Zihuatanejo de Azueta","0124","58","Ixtapa-Zihuatanejo","0321","01",0,0,"-",3,"2","27","2","1","1","1","3","2","1","2","2","1","1","2","2","1","2","1","1","1","2","1","2","2","1","1","1","1","2","1","0","1","0","0","0","0","0","0","1","0","0","0","0","1","1","1","1","1","4","4","4","4","4","4","4","4","4","4","1","1","0","1","0","1","0","0","0","1","1","1","0","0","1","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","1","1","0","0","1","0","0","0","3","1","2","1","2","2","2","2","2","10","","","","","","","","","","","","","","","","","","0","0","1","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2,200,"U","2","23320","2750"
"10130","1204282.132","1204282.132.01","1204282","05","01","12","Guerrero","038","Zihuatanejo de Azueta","0124","58","Ixtapa-Zihuatanejo","0321","01",0,0,"-",3,"2","28","1","1","1","1","3","1","2","2","2","2","2","2","2","3","1","1","2","2","2","1","2","2","1","2","2","3","2","1","0","1","0","0","0","0","0","1","0","0","0","0","0","1","1","1","1","1","3","3","2","2","2","3","3","2","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","1","0","1","1","1","0","1","0","0","0","2","1","2","1","2","2","2","2","2","08","","","","","","","","","","","","","","","","","","0","1","0","1","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,200,"U","2","23320","2750"
"10131","1204282.163","1204282.163.01","1204282","04","01","12","Guerrero","038","Zihuatanejo de Azueta","0124","58","Ixtapa-Zihuatanejo","0321","01",0,0,"-",3,"1","38","2","1","1","2","3","1","1","1","1","1","1","1","1","1","1","1","1","2","2","1","2","2","2","2","2","2","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","4","4","3","3","1","3","4","1","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","1","0","1","0","1","0","1","0","0","0","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2,200,"U","2","23320","2750"
"10132","1204282.219","1204282.219.01","1204282","02","01","12","Guerrero","038","Zihuatanejo de Azueta","0124","58","Ixtapa-Zihuatanejo","0321","01",0,0,"-",3,"1","46","2","2","2","2","3","2","2","2","2","2","2","2","2","3","1","1","1","1","9","2","9","9","2","2","1","1","2","0","0","1","0","0","0","0","1","1","0","0","0","0","0","1","1","1","1","1","4","3","3","3","2","4","3","3","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2,200,"U","2","23320","2750"
"10133","1204283.031","1204283.031.01","1204283","01","01","12","Guerrero","038","Zihuatanejo de Azueta","0124","58","Ixtapa-Zihuatanejo","0321","01",0,0,"-",2,"2","50","2","1","3","2","3","2","1","2","2","2","1","2","3","3","2","1","2","2","2","1","2","2","2","1","2","3","2","1","0","1","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","1","3","2","2","1","1","3","2","2","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,190,"U","2","23330","2750"
"10134","1204283.054","1204283.054.02","1204283","03","02","12","Guerrero","038","Zihuatanejo de Azueta","0124","58","Ixtapa-Zihuatanejo","0321","01",0,0,"-",2,"2","39","1","1","1","1","3","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","0","0","1","0","1","0","0","1","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3,190,"U","2","23330","2750"
"10135","1204283.092","1204283.092.02","1204283","04","02","12","Guerrero","038","Zihuatanejo de Azueta","0124","58","Ixtapa-Zihuatanejo","0321","01",0,0,"-",2,"2","56","2","1","3","1","3","1","1","3","3","1","3","1","1","1","2","1","2","2","2","2","2","2","1","2","2","3","2","1","0","1","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","1","3","3","4","4","4","4","4","4","4","4","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","1","0","0","1","1","0","0","0","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,285,"U","2","23330","2750"
"10136","1204283.129","1204283.129.01","1204283","05","01","12","Guerrero","038","Zihuatanejo de Azueta","0124","58","Ixtapa-Zihuatanejo","0321","01",0,0,"-",2,"2","60","2","2","2","2","3","2","1","2","2","2","1","2","3","3","1","1","2","2","9","2","2","2","1","2","2","3","2","0","1","1","0","0","0","0","0","0","1","0","0","0","0","1","1","1","1","1","3","3","2","2","2","4","3","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","1","1","0","0","0","0","1","0","0","0","1","0","0","0","3","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,95,"U","2","23330","2750"
