"ID_VIV","ID_PER","UPM","VIV_SEL","R_SEL","CVE_ENT","NOM_ENT","CVE_MUN","NOM_MUN","LOC","CD","NOM_CD","PER","R_DEF","H_MUD","S_MUD","TIPO_CUEST","N_ENT","SEXO","EDAD","BP1_1","BP1_2_01","BP1_2_02","BP1_2_03","BP1_2_04","BP1_2_05","BP1_2_06","BP1_2_07","BP1_2_08","BP1_2_09","BP1_2_10","BP1_2_11","BP1_2_12","BP1_3","BP1_4_1","BP1_4_2","BP1_4_3","BP1_4_4","BP1_4_5","BP1_4_6","BP1_4_7","BP1_4_8","BP1_5_1","BP1_5_2","BP1_5_3","BP1_5_4","BP1_5_5","BP1_6_01","BP1_6_02","BP1_6_03","BP1_6_04","BP1_6_05","BP1_6_06","BP1_6_07","BP1_6_08","BP1_6_09","BP1_6_10","BP1_6_11","BP1_6_12","BP1_6_13","BP1_6_99","BP1_7_1","BP1_7_2","BP1_7_3","BP1_7_4","BP1_7_5","BP1_8_1","BP1_8_2","BP1_8_3","BP1_8_4","BP1_8_5","BP1_9_1","BP1_9_2","BP1_9_3","BP1_9_4","BP1_9_5","BP2_1","BP2_2_01","BP2_2_02","BP2_2_03","BP2_2_04","BP2_2_05","BP2_2_06","BP2_2_07","BP2_2_08","BP2_2_09","BP2_2_10","BP2_2_11","BP2_2_12","BP2_2_13","BP2_2_14","BP2_2_15","BP2_2_16","BP2_2_17","BP2_2_18","BP2_3_1","BP2_3_2","BP2_3_3","BP2_3_4","BP2_3_5","BP2_3_6","BP2_3_7","BP2_4_01","BP2_4_02","BP2_4_03","BP2_4_04","BP2_4_05","BP2_4_06","BP2_4_07","BP2_4_08","BP2_4_09","BP2_4_10","BP2_4_11","BP3_1_01","BP3_1_02","BP3_1_03","BP3_1_04","BP3_1_05","BP3_1_06","BP3_1_07","BP3_1_08","BP3_1_09","BP3_1_10","BP3_1_11","BP3_1_12","BP3_1_13","BP3_1_14","BP3_1_15","BP3_1_16","BP3_1_99","BP3_2","FAC_SEL","DOMINIO","EST","UPM_DIS","EST_DIS"
"0910767.089
","0910767.089.01
","0910767
","05
","01
","09
","Ciudad de Mexico
","007
","Iztapalapa
","0001
","76
","Iztapalapa
","0121
","01
","0
","0
","-
","3
","1
","51
","2
","1
","2
","2
","3
","2
","2
","2
","2
","2
","2
","2
","2
","1
","2
","2
","1
","2
","2
","1
","2
","1
","1
","1
","2
","2
","2
","1
","0
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","3
","2
","2
","1
","1
","
","
","
","1
","1
","
","
","
","1
","1
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","4310
","U
","4
","12650
","0180
"
"0910904.020
","0910904.020.03
","0910904
","04
","03
","09
","Ciudad de Mexico
","007
","Iztapalapa
","0001
","76
","Iztapalapa
","0121
","01
","0
","0
","-
","2
","1
","63
","2
","1
","1
","1
","3
","1
","3
","3
","3
","2
","1
","1
","3
","1
","2
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","3
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","3
","2
","1
","1
","1
","
","
","2
","1
","2
","
","
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","
","5981
","U
","4
","12660
","0180
"
"0910904.045
","0910904.045.01
","0910904
","05
","01
","09
","Ciudad de Mexico
","007
","Iztapalapa
","0001
","76
","Iztapalapa
","0121
","01
","0
","0
","-
","2
","1
","58
","2
","1
","1
","2
","3
","2
","1
","2
","2
","2
","1
","1
","1
","3
","1
","1
","1
","2
","1
","1
","2
","2
","1
","1
","1
","1
","3
","1
","0
","0
","0
","1
","0
","0
","0
","0
","0
","1
","0
","0
","0
","3
","2
","2
","1
","1
","
","
","
","1
","2
","
","
","
","1
","1
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","0
","0
","0
","3
","5981
","U
","4
","12660
","0180
"
"0910904.095
","0910904.095.01
","0910904
","02
","01
","09
","Ciudad de Mexico
","007
","Iztapalapa
","0001
","76
","Iztapalapa
","0121
","01
","0
","0
","-
","2
","2
","50
","2
","1
","3
","2
","3
","2
","2
","3
","3
","2
","2
","2
","2
","4
","1
","1
","1
","2
","1
","2
","2
","2
","2
","2
","2
","2
","2
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","3
","2
","2
","1
","1
","
","
","
","2
","2
","
","
","
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","4
","5981
","U
","4
","12660
","0180
"
"0910904.122
","0910904.122.03
","0910904
","03
","03
","09
","Ciudad de Mexico
","007
","Iztapalapa
","0001
","76
","Iztapalapa
","0121
","01
","0
","0
","-
","2
","2
","20
","2
","1
","3
","2
","3
","2
","1
","2
","2
","2
","1
","1
","2
","3
","2
","1
","2
","1
","1
","1
","2
","1
","1
","1
","1
","2
","3
","1
","0
","1
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","3
","2
","1
","1
","2
","
","
","4
","4
","
","
","
","3
","3
","
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","1
","1
","0
","1
","0
","1
","0
","0
","0
","0
","0
","2
","7975
","U
","4
","12660
","0180
"
"0910915.017
","0910915.017.01
","0910915
","01
","01
","09
","Ciudad de Mexico
","007
","Iztapalapa
","0001
","76
","Iztapalapa
","0121
","01
","0
","0
","-
","1
","1
","42
","2
","1
","1
","2
","3
","1
","1
","2
","2
","2
","1
","2
","1
","3
","2
","1
","2
","2
","1
","2
","2
","2
","1
","2
","2
","2
","3
","1
","0
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","3
","1
","1
","1
","1
","
","4
","2
","1
","1
","
","3
","2
","1
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","1
","0
","1
","0
","0
","1
","0
","1
","0
","1
","1
","0
","0
","0
","0
","3
","3901
","U
","4
","12670
","0180
"
"0910915.035
","0910915.035.02
","0910915
","02
","02
","09
","Ciudad de Mexico
","007
","Iztapalapa
","0001
","76
","Iztapalapa
","0121
","01
","0
","0
","-
","1
","2
","44
","2
","1
","3
","2
","3
","2
","2
","2
","2
","2
","2
","3
","3
","3
","1
","1
","1
","1
","1
","1
","2
","2
","1
","1
","1
","2
","2
","1
","0
","1
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","3
","2
","2
","1
","1
","
","
","
","2
","3
","
","
","
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","1
","0
","0
","1
","0
","1
","0
","1
","1
","1
","1
","1
","0
","0
","0
","3
","5851
","U
","4
","12670
","0180
"
"0910915.053
","0910915.053.01
","0910915
","03
","01
","09
","Ciudad de Mexico
","007
","Iztapalapa
","0001
","76
","Iztapalapa
","0121
","01
","0
","0
","-
","1
","1
","33
","2
","2
","1
","1
","3
","1
","1
","2
","2
","2
","1
","1
","1
","3
","1
","1
","1
","1
","2
","1
","2
","2
","1
","1
","2
","1
","3
","1
","0
","0
","0
","1
","0
","0
","1
","0
","0
","0
","0
","0
","0
","3
","1
","2
","1
","1
","
","3
","
","2
","2
","
","3
","
","2
","2
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","1
","0
","0
","0
","0
","0
","0
","1
","0
","1
","0
","1
","0
","0
","0
","0
","0
","2
","3901
","U
","4
","12670
","0180
"
"0910915.095
","0910915.095.01
","0910915
","05
","01
","09
","Ciudad de Mexico
","007
","Iztapalapa
","0001
","76
","Iztapalapa
","0121
","01
","0
","0
","-
","1
","2
","33
","2
","1
","2
","2
","3
","2
","1
","2
","2
","2
","1
","1
","3
","1
","1
","1
","1
","1
","2
","1
","2
","2
","1
","1
","2
","1
","3
","0
","0
","1
","0
","1
","0
","0
","0
","0
","0
","1
","0
","0
","0
","3
","1
","1
","1
","2
","
","2
","2
","2
","
","
","2
","2
","2
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","0
","1
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","2
","1950
","U
","4
","12670
","0180
"
"0910929.023
","0910929.023.01
","0910929
","01
","01
","09
","Ciudad de Mexico
","007
","Iztapalapa
","0001
","76
","Iztapalapa
","0121
","01
","0
","0
","-
","5
","1
","46
","2
","2
","1
","1
","3
","1
","1
","2
","2
","2
","1
","2
","1
","1
","1
","1
","1
","1
","1
","1
","2
","1
","1
","1
","1
","1
","3
","1
","0
","1
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","3
","1
","1
","1
","1
","
","4
","2
","1
","1
","
","4
","2
","1
","1
","1
","1
","0
","1
","1
","1
","1
","0
","1
","1
","1
","1
","0
","1
","1
","0
","1
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","1
","1
","0
","1
","1
","1
","0
","1
","0
","0
","1
","1
","0
","0
","0
","0
","0
","2
","5793
","U
","3
","12680
","0170
"
"0910929.048
","0910929.048.01
","0910929
","02
","01
","09
","Ciudad de Mexico
","007
","Iztapalapa
","0001
","76
","Iztapalapa
","0121
","01
","0
","0
","-
","5
","1
","44
","2
","1
","1
","2
","3
","2
","1
","2
","2
","2
","1
","1
","2
","3
","1
","1
","1
","1
","1
","1
","2
","2
","1
","2
","2
","1
","3
","1
","0
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","3
","1
","1
","1
","1
","
","3
","2
","1
","1
","
","3
","2
","1
","1
","1
","1
","0
","1
","0
","1
","1
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","1
","0
","1
","0
","0
","1
","0
","1
","0
","1
","1
","0
","0
","0
","0
","3
","3862
","U
","3
","12680
","0170
"
"0910929.088
","0910929.088.03
","0910929
","04
","03
","09
","Ciudad de Mexico
","007
","Iztapalapa
","0001
","76
","Iztapalapa
","0121
","01
","1
","1
","-
","5
","1
","48
","2
","2
","1
","2
","3
","1
","1
","1
","2
","2
","1
","1
","1
","4
","1
","1
","1
","1
","1
","1
","2
","2
","1
","2
","2
","1
","3
","0
","0
","1
","0
","0
","0
","0
","1
","0
","1
","0
","0
","0
","0
","3
","1
","1
","1
","1
","
","3
","1
","1
","1
","
","3
","1
","1
","1
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","1
","1
","0
","0
","0
","0
","0
","1
","0
","1
","0
","0
","0
","0
","0
","4
","3862
","U
","3
","12680
","0170
"
"0910929.117
","0910929.117.01
","0910929
","05
","01
","09
","Ciudad de Mexico
","007
","Iztapalapa
","0001
","76
","Iztapalapa
","0121
","01
","0
","0
","-
","5
","2
","39
","2
","2
","2
","2
","3
","1
","1
","1
","2
","2
","2
","1
","1
","4
","1
","1
","1
","1
","1
","1
","2
","2
","1
","2
","2
","1
","3
","0
","0
","1
","0
","1
","0
","1
","0
","0
","0
","0
","0
","0
","0
","3
","1
","1
","1
","2
","
","3
","2
","1
","
","
","3
","2
","1
","
","1
","1
","0
","0
","0
","1
","0
","0
","1
","1
","1
","0
","0
","1
","1
","0
","0
","0
","0
","0
","1
","0
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","1
","1
","0
","0
","0
","1
","1
","0
","1
","1
","1
","1
","1
","0
","0
","0
","4
","1931
","U
","3
","12680
","0170
"
"0910954.019
","0910954.019.03
","0910954
","01
","03
","09
","Ciudad de Mexico
","008
","La Magdalena Contreras
","0001
","77
","La Magdalena Contreras
","0121
","01
","0
","0
","-
","2
","2
","41
","1
","1
","1
","2
","3
","1
","1
","2
","2
","3
","2
","1
","3
","3
","1
","1
","1
","1
","1
","1
","2
","1
","1
","1
","1
","3
","3
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","1
","0
","0
","0
","3
","1
","1
","1
","1
","
","3
","3
","1
","3
","
","4
","4
","2
","4
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","1
","1
","0
","1
","0
","0
","1
","0
","1
","1
","1
","1
","0
","0
","0
","0
","4
","861
","U
","4
","12690
","0210
"
"0910954.062
","0910954.062.02
","0910954
","02
","02
","09
","Ciudad de Mexico
","008
","La Magdalena Contreras
","0001
","77
","La Magdalena Contreras
","0121
","01
","0
","0
","-
","2
","1
","39
","1
","1
","1
","1
","3
","3
","2
","2
","2
","2
","2
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","3
","2
","3
","3
","0
","0
","1
","0
","0
","0
","0
","1
","0
","0
","1
","0
","0
","0
","3
","1
","1
","1
","1
","
","2
","2
","1
","1
","
","2
","2
","1
","1
","1
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","1
","0
","0
","1
","0
","1
","0
","0
","0
","0
","0
","0
","0
","4
","574
","U
","4
","12690
","0210
"
"0910954.103
","0910954.103.01
","0910954
","03
","01
","09
","Ciudad de Mexico
","008
","La Magdalena Contreras
","0001
","77
","La Magdalena Contreras
","0121
","01
","0
","0
","-
","2
","2
","41
","2
","1
","1
","2
","3
","2
","2
","2
","2
","2
","2
","2
","2
","4
","1
","1
","1
","2
","2
","2
","2
","2
","1
","1
","1
","1
","3
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","1
","0
","0
","0
","3
","1
","1
","1
","1
","
","4
","4
","4
","3
","
","4
","4
","4
","3
","1
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","1
","1
","0
","1
","0
","0
","0
","0
","1
","0
","1
","1
","0
","0
","0
","0
","4
","574
","U
","4
","12690
","0210
"
"0910954.145
","0910954.145.01
","0910954
","04
","01
","09
","Ciudad de Mexico
","008
","La Magdalena Contreras
","0001
","77
","La Magdalena Contreras
","0121
","01
","0
","0
","-
","2
","2
","37
","2
","1
","2
","2
","3
","2
","2
","2
","2
","2
","2
","2
","2
","3
","2
","1
","1
","2
","2
","2
","2
","1
","1
","1
","1
","3
","3
","0
","0
","1
","0
","1
","0
","0
","1
","0
","0
","0
","0
","0
","0
","3
","1
","1
","1
","1
","
","4
","3
","4
","2
","
","4
","3
","4
","2
","1
","1
","1
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","0
","0
","1
","0
","1
","1
","1
","1
","1
","0
","0
","0
","4
","861
","U
","4
","12690
","0210
"
"0910962.009
","0910962.009.01
","0910962
","05
","01
","09
","Ciudad de Mexico
","008
","La Magdalena Contreras
","0001
","77
","La Magdalena Contreras
","0121
","01
","0
","0
","-
","3
","2
","61
","2
","1
","3
","1
","3
","2
","3
","1
","1
","3
","1
","1
","1
","2
","1
","2
","1
","2
","2
","2
","2
","2
","1
","2
","2
","3
","3
","1
","0
","0
","0
","1
","0
","1
","0
","0
","0
","0
","0
","0
","0
","3
","2
","1
","1
","1
","
","
","2
","3
","2
","
","
","2
","3
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","1
","1
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","1
","1
","0
","0
","0
","3
","549
","U
","3
","12700
","0200
"
"0910962.063
","0910962.063.04
","0910962
","01
","04
","09
","Ciudad de Mexico
","008
","La Magdalena Contreras
","0001
","77
","La Magdalena Contreras
","0121
","01
","0
","0
","-
","3
","2
","29
","1
","1
","1
","1
","1
","3
","1
","1
","1
","3
","1
","1
","1
","2
","2
","1
","2
","2
","1
","2
","2
","2
","2
","2
","2
","3
","3
","0
","0
","0
","1
","0
","0
","0
","1
","0
","1
","0
","0
","0
","0
","3
","1
","1
","1
","1
","
","2
","2
","2
","9
","
","2
","2
","2
","9
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","1
","0
","1
","0
","0
","1
","0
","1
","0
","0
","0
","0
","0
","0
","0
","4
","1097
","U
","3
","12700
","0200
"
"0910962.084
","0910962.084.01
","0910962
","02
","01
","09
","Ciudad de Mexico
","008
","La Magdalena Contreras
","0001
","77
","La Magdalena Contreras
","0121
","01
","0
","0
","-
","3
","1
","52
","1
","2
","2
","2
","3
","3
","2
","2
","2
","2
","2
","2
","2
","4
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","3
","0
","0
","0
","0
","1
","0
","0
","1
","0
","0
","1
","0
","0
","0
","3
","1
","1
","1
","1
","
","4
","3
","3
","3
","
","3
","3
","3
","4
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","1
","0
","1
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","4
","549
","U
","3
","12700
","0200
"
"0910962.108
","0910962.108.02
","0910962
","04
","02
","09
","Ciudad de Mexico
","008
","La Magdalena Contreras
","0001
","77
","La Magdalena Contreras
","0121
","01
","0
","0
","-
","3
","2
","75
","2
","1
","3
","1
","3
","2
","2
","2
","2
","2
","2
","2
","1
","4
","2
","1
","2
","2
","1
","1
","2
","2
","1
","1
","1
","1
","3
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","1
","0
","0
","0
","3
","2
","1
","1
","1
","
","
","4
","3
","3
","
","
","4
","2
","3
","1
","0
","1
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","1
","0
","1
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","3
","1097
","U
","3
","12700
","0200
"
"0910968.065
","0910968.065.02
","0910968
","04
","02
","09
","Ciudad de Mexico
","008
","La Magdalena Contreras
","0001
","77
","La Magdalena Contreras
","0121
","01
","0
","0
","-
","1
","1
","30
","1
","1
","1
","1
","3
","9
","1
","1
","2
","9
","1
","2
","9
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","3
","2
","3
","3
","0
","0
","1
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","3
","1
","2
","1
","2
","
","3
","
","2
","
","
","3
","
","3
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","1
","1
","0
","1
","1
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","3
","813
","U
","4
","12710
","0210
"
"0910968.078
","0910968.078.01
","0910968
","01
","01
","09
","Ciudad de Mexico
","008
","La Magdalena Contreras
","0001
","77
","La Magdalena Contreras
","0121
","01
","0
","0
","-
","1
","2
","59
","1
","2
","2
","1
","3
","1
","2
","2
","2
","3
","2
","1
","3
","4
","2
","2
","1
","2
","2
","1
","2
","2
","1
","1
","2
","2
","3
","0
","0
","1
","0
","0
","0
","0
","1
","0
","0
","1
","0
","0
","0
","3
","2
","2
","1
","2
","
","
","
","4
","
","
","
","
","3
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","0
","0
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","4
","407
","U
","4
","12710
","0210
"
"0910968.100
","0910968.100.01
","0910968
","02
","01
","09
","Ciudad de Mexico
","008
","La Magdalena Contreras
","0001
","77
","La Magdalena Contreras
","0121
","01
","0
","0
","-
","1
","1
","36
","1
","1
","1
","1
","3
","1
","1
","2
","2
","2
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","9
","3
","3
","0
","0
","1
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","3
","1
","1
","1
","1
","
","2
","3
","2
","1
","
","3
","3
","2
","2
","1
","1
","0
","0
","0
","1
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","2
","407
","U
","4
","12710
","0210
"
"0910975.013
","0910975.013.09
","0910975
","03
","09
","09
","Ciudad de Mexico
","008
","La Magdalena Contreras
","0001
","77
","La Magdalena Contreras
","0121
","01
","1
","1
","-
","3
","1
","28
","2
","1
","1
","2
","1
","1
","1
","2
","2
","2
","2
","1
","2
","3
","1
","1
","1
","1
","1
","1
","2
","1
","2
","2
","2
","1
","3
","1
","0
","0
","0
","1
","0
","0
","1
","0
","0
","0
","0
","0
","0
","3
","1
","1
","1
","1
","
","4
","4
","3
","3
","
","3
","3
","2
","2
","1
","1
","0
","0
","0
","0
","0
","1
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","1
","0
","1
","0
","1
","1
","0
","0
","0
","0
","4
","949
","U
","3
","12720
","0200
"
"0910975.033
","0910975.033.03
","0910975
","04
","03
","09
","Ciudad de Mexico
","008
","La Magdalena Contreras
","0001
","77
","La Magdalena Contreras
","0121
","01
","0
","0
","-
","3
","1
","28
","1
","1
","1
","1
","3
","3
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","1
","2
","2
","2
","1
","2
","2
","2
","3
","1
","0
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","3
","1
","1
","1
","1
","
","4
","1
","2
","1
","
","4
","1
","2
","1
","1
","1
","1
","1
","0
","0
","1
","0
","0
","1
","1
","0
","0
","0
","1
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","1
","1
","0
","0
","1
","0
","1
","0
","0
","1
","0
","1
","0
","0
","2
","949
","U
","3
","12720
","0200
"
"0910975.051
","0910975.051.02
","0910975
","05
","02
","09
","Ciudad de Mexico
","008
","La Magdalena Contreras
","0001
","77
","La Magdalena Contreras
","0121
","01
","0
","0
","-
","3
","2
","36
","2
","1
","2
","2
","3
","2
","2
","2
","2
","2
","3
","2
","2
","3
","1
","1
","1
","2
","1
","2
","2
","1
","1
","1
","1
","1
","1
","1
","0
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","3
","2
","1
","1
","1
","
","
","2
","2
","2
","
","
","1
","1
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","1
","0
","1
","0
","0
","0
","0
","1
","1
","1
","0
","0
","0
","0
","0
","2
","633
","U
","3
","12720
","0200
"
"0910975.063
","0910975.063.03
","0910975
","02
","03
","09
","Ciudad de Mexico
","008
","La Magdalena Contreras
","0001
","77
","La Magdalena Contreras
","0121
","01
","1
","1
","-
","3
","2
","57
","1
","1
","1
","1
","3
","1
","1
","1
","2
","3
","1
","1
","1
","2
","2
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","3
","1
","1
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","3
","2
","1
","1
","1
","
","
","2
","2
","2
","
","
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","0
","0
","0
","1
","0
","0
","0
","1
","0
","0
","1
","0
","0
","0
","0
","2
","1582
","U
","3
","12720
","0200
"
"0911002.002
","0911002.002.03
","0911002
","01
","03
","09
","Ciudad de Mexico
","008
","La Magdalena Contreras
","0001
","77
","La Magdalena Contreras
","0121
","01
","0
","0
","-
","4
","1
","27
","2
","1
","1
","1
","3
","3
","3
","2
","2
","2
","3
","2
","1
","3
","1
","2
","1
","2
","2
","1
","2
","2
","1
","2
","2
","3
","3
","0
","0
","1
","0
","0
","0
","1
","0
","0
","0
","1
","0
","0
","0
","3
","1
","1
","1
","1
","
","3
","2
","2
","2
","
","2
","3
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","0
","0
","1
","0
","0
","1
","0
","1
","0
","1
","1
","0
","0
","0
","0
","4
","1114
","U
","3
","12730
","0200
"
"0911002.019
","0911002.019.02
","0911002
","02
","02
","09
","Ciudad de Mexico
","008
","La Magdalena Contreras
","0001
","77
","La Magdalena Contreras
","0121
","01
","0
","0
","-
","4
","2
","44
","1
","1
","1
","1
","3
","1
","1
","2
","2
","2
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","3
","1
","0
","0
","0
","0
","1
","0
","1
","0
","0
","0
","0
","0
","0
","3
","1
","1
","1
","1
","
","3
","2
","3
","1
","
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","1
","0
","1
","0
","0
","0
","0
","0
","1
","0
","0
","1
","0
","0
","0
","3
","446
","U
","3
","12730
","0200
"
