"","ID_VIV","ID_PER","UPM","VIV_SEL","R_SEL","CVE_ENT","NOM_ENT","CVE_MUN","NOM_MUN","LOC","CD","NOM_CD","PER","R_DEF","H_MUD","S_MUD","TIPO_CUEST","N_ENT","SEXO","EDAD","BP1_1","BP1_2_01","BP1_2_02","BP1_2_03","BP1_2_04","BP1_2_05","BP1_2_06","BP1_2_07","BP1_2_08","BP1_2_09","BP1_2_10","BP1_2_11","BP1_2_12","BP1_3","BP1_4_1","BP1_4_2","BP1_4_3","BP1_4_4","BP1_4_5","BP1_4_6","BP1_4_7","BP1_4_8","BP1_5_1","BP1_5_2","BP1_5_3","BP1_5_4","BP1_5_5","BP1_6_1","BP1_6_2","BP1_6_3","BP1_6_4","BP1_6_5","BP1_6_6","BP1_7_1","BP1_7_2","BP1_7_3","BP1_7_4","BP1_7_5","BP1_8_1","BP1_8_2","BP1_8_3","BP1_8_4","BP1_8_5","BP1_9_1","BP1_9_2","BP1_9_3","BP1_9_4","BP1_9_5","BP2_1","BP2_2_01","BP2_2_02","BP2_2_03","BP2_2_04","BP2_2_05","BP2_2_06","BP2_2_07","BP2_2_08","BP2_2_09","BP2_2_10","BP2_2_11","BP2_2_12","BP2_2_13","BP2_2_14","BP2_2_15","BP2_2_16","BP2_2_17","BP2_2_18","BP2_3_1","BP2_3_2","BP2_3_3","BP2_3_4","BP2_3_5","BP2_3_6","BP2_3_7","BP2_4_01","BP2_4_02","BP2_4_03","BP2_4_04","BP2_4_05","BP2_4_06","BP2_4_07","BP2_4_08","BP2_4_09","BP2_4_10","BP2_4_11","BP3_1_01","BP3_1_02","BP3_1_03","BP3_1_04","BP3_1_05","BP3_1_06","BP3_1_07","BP3_1_08","BP3_1_09","BP3_1_10","BP3_1_11","BP3_1_12","BP3_1_13","BP3_1_14","BP3_1_15","BP3_1_16","BP3_1_99","BP3_2","BP3_3","BP3_4","BP3_5","BP3_6","BP4_1_1","BP4_1_2","BP4_1_3","BP4_1_4","BP4_1_5","BP4_1_6","BP4_1_7","BP4_1_8","BP4_1_9","BP5_1","FAC_VIV","FAC_SEL","DOMINIO","EST","UPM_DIS","EST_DIS"
"6108","0913206.135","0913206.135.01","0913206","05","01","09","Ciudad de Mexico","010","Alvaro Obregon","0001","79","Alvaro Obregon","0222","01",0,0,"-",1,"1","58","2","1","2","1","3","2","2","2","2","2","3","3","3","4","2","1","1","2","2","1","2","2","1","1","1","3","3","2","2","2","2","2","2","3","2","1","1","1","","","1","1","1","","","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","1","0","1","0","1","0","0","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","1",650,2602,"U","2","01379","0024"
"6109","0913214.002","0913214.002.01","0913214","01","01","09","Ciudad de Mexico","010","Alvaro Obregon","0001","79","Alvaro Obregon","0222","01",0,0,"-",4,"1","46","2","1","2","2","3","2","1","1","2","2","1","2","2","3","2","1","2","1","1","1","2","2","2","2","2","2","2","2","2","2","1","2","2","3","1","1","1","1","","3","3","2","2","","3","3","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","0","1","0","1","0","1","1","0","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","1",989,989,"U","1","01380","0024"
"6110","0913214.007","0913214.007.02","0913214","02","02","09","Ciudad de Mexico","010","Alvaro Obregon","0001","79","Alvaro Obregon","0222","01",0,2,"-",4,"2","24","2","1","3","2","3","2","1","1","2","2","1","1","2","1","1","1","1","1","1","2","2","2","1","1","1","2","2","2","2","2","2","2","1","3","1","1","1","1","","2","3","1","1","","3","4","2","1","1","1","0","1","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","1","0","1","0","0","0","4","2","","2","","1","2","2","1","2","2","2","1","2","1",989,1978,"U","1","01380","0024"
"6111","0913214.010","0913214.010.02","0913214","03","02","09","Ciudad de Mexico","010","Alvaro Obregon","0001","79","Alvaro Obregon","0222","01",0,2,"-",4,"2","62","2","2","3","2","3","2","2","2","2","2","2","2","3","1","1","1","1","2","1","1","2","1","1","2","1","2","2","2","2","2","1","2","1","3","1","1","1","1","","4","3","4","4","","3","3","3","3","1","1","1","1","0","0","0","0","1","1","0","0","0","0","0","1","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","1","1","0","0","0","1","0","1","1","1","0","0","0","4","1","2","2","","2","2","2","2","2","2","2","2","2","3",989,2966,"U","1","01380","0024"
"6112","0913214.014","0913214.014.01","0913214","04","01","09","Ciudad de Mexico","010","Alvaro Obregon","0001","79","Alvaro Obregon","0222","01",0,2,"-",4,"1","49","2","1","1","2","3","1","1","2","2","2","1","2","2","4","1","1","1","1","1","1","2","2","1","2","2","1","2","2","1","2","2","2","2","3","1","1","1","1","","3","2","2","1","","3","2","2","1","1","1","0","1","0","0","1","0","0","1","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","0","1","1","1","1","0","1","1","1","1","1","0","0","0","4","2","","2","","2","2","2","2","2","2","2","2","2","1",989,2966,"U","1","01380","0024"
"6113","0913214.018","0913214.018.01","0913214","05","01","09","Ciudad de Mexico","010","Alvaro Obregon","0001","79","Alvaro Obregon","0222","01",0,2,"-",4,"2","35","2","1","2","2","3","2","1","2","2","2","1","1","2","3","2","1","1","2","1","1","2","2","1","1","1","1","2","2","2","2","1","2","2","3","1","2","1","2","","3","","2","","","3","","2","","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","0","1","1","0","0","0","1","0","0","1","0","0","0","0","3","2","","2","","1","2","2","2","2","2","2","2","2","1",989,2966,"U","1","01380","0024"
"6114","0913235.008","0913235.008.01","0913235","05","01","09","Ciudad de Mexico","011","Tlahuac","0001","80","Tlahuac","0222","01",0,0,"-",3,"1","34","1","1","1","1","3","1","1","1","1","1","1","9","1","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","3","1","1","1","1","","1","1","2","1","","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","1",360,1079,"U","2","01381","0027"
"6115","0913235.029","0913235.029.01","0913235","01","01","09","Ciudad de Mexico","011","Tlahuac","0001","80","Tlahuac","0222","01",0,0,"-",3,"1","69","2","1","3","1","3","1","2","2","2","2","3","3","3","4","1","1","1","1","1","1","2","1","1","3","2","3","2","2","2","2","2","2","2","3","2","1","1","1","","","4","4","4","","","4","4","4","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","4","1","2","2","","2","2","2","2","2","2","2","2","2","2",360,719,"U","2","01381","0027"
"6116","0913235.047","0913235.047.01","0913235","02","01","09","Ciudad de Mexico","011","Tlahuac","0001","80","Tlahuac","0222","01",0,0,"-",3,"1","58","1","1","1","1","3","1","3","3","3","2","3","2","1","3","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","3","1","1","1","1","","2","3","2","2","","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","1","0","0","1","0","1","0","1","0","0","0","0","0","2","2","","2","","2","2","2","2","2","2","2","2","2","2",360,1079,"U","2","01381","0027"
"6117","0913235.069","0913235.069.04","0913235","03","04","09","Ciudad de Mexico","011","Tlahuac","0001","80","Tlahuac","0222","01",0,0,"-",3,"1","24","2","1","1","2","1","2","2","2","2","2","2","2","1","3","1","2","1","2","1","1","2","1","1","1","1","1","2","2","2","2","2","2","2","3","1","1","1","1","","4","2","2","1","","3","2","2","1","1","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","0","1","1","0","1","0","1","1","1","1","0","0","0","0","4","2","","1","1","2","2","2","2","2","2","2","2","2","1",360,1798,"U","2","01381","0027"
"6118","0913237.001","0913237.001.02","0913237","03","02","09","Ciudad de Mexico","011","Tlahuac","0001","80","Tlahuac","0222","01",0,0,"-",2,"2","50","2","1","3","2","3","2","1","2","2","2","2","1","2","3","1","1","1","2","1","2","2","1","1","1","1","2","2","2","2","2","2","2","2","3","2","1","1","2","","","1","1","","","","1","1","","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","1","0","1","0","1","1","0","0","0","0","4","2","","1","1","2","2","2","2","2","2","2","2","2","3",394,1182,"U","3","01382","0028"
"6119","0913237.019","0913237.019.01","0913237","04","01","09","Ciudad de Mexico","011","Tlahuac","0001","80","Tlahuac","0222","01",0,0,"-",2,"2","47","1","1","3","2","3","2","1","2","2","2","3","3","2","3","1","1","1","1","2","1","2","1","1","1","1","3","2","2","2","2","1","2","1","3","1","2","2","2","","3","","","","","3","","","","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","1","0","1","1","0","0","1","1","0","1","0","1","1","1","0","0","0","3","2","","2","","1","2","2","1","2","1","1","1","1","3",394,788,"U","3","01382","0028"
"6120","0913237.044","0913237.044.01","0913237","05","01","09","Ciudad de Mexico","011","Tlahuac","0001","80","Tlahuac","0222","01",0,0,"-",2,"1","54","2","1","1","1","3","1","1","2","2","2","2","2","1","1","2","1","1","2","2","1","2","1","1","1","2","1","2","2","1","2","1","2","1","3","1","1","1","1","","2","2","2","2","","2","2","2","2","1","1","1","0","1","1","1","1","1","1","1","0","0","1","1","1","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","1","0","1","1","1","0","0","0","4","1","1","2","","2","2","2","2","2","2","1","1","2","1",394,788,"U","3","01382","0028"
"6121","0913237.064","0913237.064.02","0913237","01","02","09","Ciudad de Mexico","011","Tlahuac","0001","80","Tlahuac","0222","01",0,0,"-",2,"1","27","2","1","1","1","3","1","1","2","2","2","1","1","1","3","2","2","2","2","2","1","2","2","1","2","2","2","2","1","2","2","2","2","2","3","2","1","1","2","","","9","9","","","","2","9","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","2",394,788,"U","3","01382","0028"
"6122","0913237.085","0913237.085.02","0913237","02","02","09","Ciudad de Mexico","011","Tlahuac","0001","80","Tlahuac","0222","01",0,0,"-",2,"2","55","1","1","1","1","3","1","1","1","1","1","1","1","1","1","2","1","2","2","2","2","9","9","2","2","2","1","2","2","2","2","2","2","2","3","1","1","1","1","","2","1","1","1","","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","2","","2","","2","2","2","2","2","2","2","2","2","1",394,788,"U","3","01382","0028"
"6123","0913242.016","0913242.016.02","0913242","01","02","09","Ciudad de Mexico","011","Tlahuac","0001","80","Tlahuac","0222","01",0,0,"-",2,"2","47","2","1","1","2","3","3","3","1","3","2","2","2","3","4","1","1","1","1","1","2","2","2","1","2","2","1","2","2","2","2","2","2","2","3","1","1","1","1","","4","4","4","4","","4","4","4","4","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","1","0","0","0","1","0","1","1","0","0","0","0","4","2","","2","","1","2","2","2","2","2","2","2","2","1",392,1568,"U","2","01383","0027"
"6124","0913242.031","0913242.031.01","0913242","02","01","09","Ciudad de Mexico","011","Tlahuac","0001","80","Tlahuac","0222","01",0,0,"-",2,"2","91","1","1","3","1","3","1","3","3","3","3","3","3","3","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","3","2","2","2","2","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","","2","","2","","2","2","2","2","2","2","2","2","2","3",392,392,"U","2","01383","0027"
"6125","0913242.071","0913242.071.04","0913242","04","04","09","Ciudad de Mexico","011","Tlahuac","0001","80","Tlahuac","0222","01",0,0,"-",2,"1","20","1","1","1","2","9","1","1","1","1","2","1","1","2","3","1","1","1","2","1","1","2","2","2","2","2","1","3","2","2","2","2","2","2","3","2","1","1","1","","","2","2","2","","","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","0","1","0","0","0","0","1","1","1","0","0","0","0","0","2","2","","1","1","2","2","2","2","2","2","2","2","2","1",392,1568,"U","2","01383","0027"
"6126","0913242.085","0913242.085.01","0913242","05","01","09","Ciudad de Mexico","011","Tlahuac","0001","80","Tlahuac","0222","01",0,0,"-",2,"1","73","2","2","2","2","3","1","1","2","2","2","1","1","2","3","2","2","2","2","1","1","2","2","1","2","2","2","2","2","2","2","2","2","2","3","2","1","1","1","","","3","9","1","","","2","4","1","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","1","0","0","1","0","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","1",392,392,"U","2","01383","0027"
"6127","0913267.001","0913267.001.01","0913267","05","01","09","Ciudad de Mexico","011","Tlahuac","0001","80","Tlahuac","0222","01",0,0,"-",1,"2","47","2","1","2","2","3","1","1","2","2","2","2","2","2","3","1","1","2","2","2","1","2","1","2","2","2","2","2","2","2","2","2","2","2","3","1","1","1","1","","2","1","1","1","","3","2","1","1","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","1","0","0","0","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","3",352,352,"U","2","01384","0027"
"6128","0913267.034","0913267.034.01","0913267","04","01","09","Ciudad de Mexico","011","Tlahuac","0001","80","Tlahuac","0222","01",0,0,"-",1,"1","25","2","1","3","2","1","1","1","2","2","2","1","2","2","4","1","2","1","2","2","1","2","2","1","1","2","1","2","2","2","2","2","2","2","3","2","2","2","2","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","1","1","0","1","0","0","1","1","1","1","0","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","2",352,352,"U","2","01384","0027"
"6129","0913267.073","0913267.073.03","0913267","02","03","09","Ciudad de Mexico","011","Tlahuac","0001","80","Tlahuac","0222","01",0,0,"-",1,"1","19","1","1","1","2","3","1","1","1","1","2","1","1","1","3","2","1","1","2","1","2","2","2","1","1","2","1","2","2","2","2","2","2","2","3","1","1","1","1","","2","1","1","1","","2","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","2",352,1057,"U","2","01384","0027"
"6130","0913269.012","0913269.012.01","0913269","04","01","09","Ciudad de Mexico","011","Tlahuac","0001","80","Tlahuac","0222","01",0,2,"-",5,"1","55","1","1","1","1","3","1","1","2","2","2","1","2","2","1","2","2","1","2","2","2","2","2","1","1","2","1","2","2","2","2","2","2","2","3","1","1","1","1","","1","2","2","2","","2","2","2","2","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","","2","","2","2","2","2","2","2","2","2","2","4",355,1065,"U","2","01385","0027"
"6131","0913269.030","0913269.030.02","0913269","05","02","09","Ciudad de Mexico","011","Tlahuac","0001","80","Tlahuac","0222","01",0,2,"-",5,"2","27","2","1","3","2","3","1","1","2","2","2","2","2","2","3","1","1","1","2","1","1","2","2","1","1","1","1","2","1","1","2","1","2","2","3","1","1","1","1","","2","2","2","2","","3","2","2","2","1","1","1","1","0","1","1","0","1","1","1","1","0","0","1","1","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","1","1","0","1","1","0","1","0","1","0","1","1","0","0","0","0","4","1","2","1","1","1","2","2","1","2","1","1","1","2","2",355,1065,"U","2","01385","0027"
"6132","0913269.049","0913269.049.02","0913269","03","02","09","Ciudad de Mexico","011","Tlahuac","0001","80","Tlahuac","0222","01",0,2,"-",5,"2","45","1","1","3","1","3","1","1","2","2","1","1","3","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","3","1","1","1","1","","9","2","1","1","","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","1","2","2","","2","2","2","2","2","2","2","2","2","1",355,1065,"U","2","01385","0027"
"6133","0913269.070","0913269.070.01","0913269","01","01","09","Ciudad de Mexico","011","Tlahuac","0001","80","Tlahuac","0222","01",0,2,"-",5,"1","33","1","1","2","2","3","1","1","1","2","2","1","1","1","2","2","1","2","2","2","2","2","1","1","1","2","1","2","2","2","2","2","2","1","3","2","1","1","1","","","2","1","1","","","2","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","1","1","0","1","1","0","1","0","0","1","0","0","0","0","2","1","2","2","","2","2","2","2","2","2","2","2","2","2",355,710,"U","2","01385","0027"
"6134","0913269.087","0913269.087.03","0913269","02","03","09","Ciudad de Mexico","011","Tlahuac","0001","80","Tlahuac","0222","01",0,2,"-",5,"1","27","2","1","2","1","3","1","1","2","2","2","2","2","1","1","2","1","2","2","1","2","2","1","1","1","2","1","2","2","2","2","2","2","2","3","1","1","1","1","","2","1","2","2","","4","3","2","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","0","1","0","0","0","0","1","1","0","1","0","0","0","0","3","1","2","2","","2","2","2","2","2","2","2","2","2","1",355,1065,"U","2","01385","0027"
"6135","0913304.022","0913304.022.02","0913304","01","02","09","Ciudad de Mexico","011","Tlahuac","0001","80","Tlahuac","0222","01",0,2,"-",5,"2","48","2","2","3","2","3","2","2","2","2","2","2","2","2","3","1","1","1","1","1","1","2","2","1","1","1","1","1","2","1","2","2","2","1","3","1","1","1","1","","3","3","3","3","","2","2","2","2","1","1","1","1","0","1","1","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","0","1","1","1","1","0","1","0","1","1","0","0","0","0","4","1","2","2","","1","2","2","2","2","2","1","2","2","3",388,1163,"U","3","01386","0028"
"6136","0913304.046","0913304.046.02","0913304","02","02","09","Ciudad de Mexico","011","Tlahuac","0001","80","Tlahuac","0222","01",0,2,"-",5,"2","27","2","1","1","2","3","2","2","2","2","2","1","1","1","3","2","1","1","1","1","1","2","1","1","1","1","1","2","2","2","2","2","2","2","3","1","1","1","1","","2","2","2","2","","2","2","2","2","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","1","0","1","0","0","1","0","1","1","1","1","0","0","0","0","4","2","","2","","1","2","2","2","2","2","1","2","2","1",388,1551,"U","3","01386","0028"
"6137","0913304.067","0913304.067.01","0913304","03","01","09","Ciudad de Mexico","011","Tlahuac","0001","80","Tlahuac","0222","01",0,2,"-",5,"1","64","2","2","3","2","3","2","3","2","2","2","3","3","3","4","2","2","1","2","2","2","2","2","1","1","3","3","1","2","2","2","2","2","2","3","1","1","1","1","","4","2","1","9","","4","2","1","9","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","1","2","2","","2","2","2","2","2","2","2","2","2","4",388,1163,"U","3","01386","0028"
"6138","0913304.090","0913304.090.01","0913304","04","01","09","Ciudad de Mexico","011","Tlahuac","0001","80","Tlahuac","0222","01",0,2,"-",5,"2","83","2","1","3","1","3","3","2","3","3","3","2","2","2","4","1","1","2","1","1","1","2","2","1","3","3","3","3","2","2","2","2","2","2","3","1","2","1","1","","2","","1","1","","2","","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","0","0","0","0","0","0","0","0","1","0","0","0","4","2","","2","","2","2","2","2","2","2","2","2","2","1",388,388,"U","3","01386","0028"
"6139","0913304.112","0913304.112.05","0913304","05","05","09","Ciudad de Mexico","011","Tlahuac","0001","80","Tlahuac","0222","01",1,2,"-",5,"1","62","1","1","1","1","3","1","1","1","1","3","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","3","1","1","1","1","","2","1","1","1","","2","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","","2","","2","2","2","2","2","2","2","2","2","1",388,1551,"U","3","01386","0028"
"6140","0913317.011","0913317.011.01","0913317","03","01","09","Ciudad de Mexico","011","Tlahuac","0001","80","Tlahuac","0222","01",0,0,"-",1,"2","41","2","1","3","2","3","1","1","1","2","2","1","2","2","4","1","1","1","1","1","1","2","2","1","1","2","1","2","2","2","2","2","2","2","3","1","1","1","1","","4","1","1","1","","3","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","1","0","1","1","1","0","0","0","4","1","2","1","1","2","2","2","2","2","1","2","2","2","1",392,392,"U","3","01387","0028"
"6141","0913317.017","0913317.017.02","0913317","01","02","09","Ciudad de Mexico","011","Tlahuac","0001","80","Tlahuac","0222","01",0,0,"-",1,"2","73","2","1","3","2","3","1","3","3","3","2","1","3","2","2","2","1","2","2","1","2","2","2","1","1","2","2","2","2","2","2","2","2","2","3","1","1","1","1","","2","2","2","2","","2","2","9","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","2","1","2","2","","2","2","2","2","2","2","2","2","2","2",392,1175,"U","3","01387","0028"
"6142","0913317.066","0913317.066.01","0913317","04","01","09","Ciudad de Mexico","011","Tlahuac","0001","80","Tlahuac","0222","01",0,0,"-",1,"2","81","2","1","1","2","3","1","3","3","3","3","2","2","2","4","1","1","1","2","1","1","2","2","1","1","2","3","2","2","2","2","2","2","1","3","1","2","2","2","","2","","","","","2","","","","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","1","0","1","1","1","0","0","0","0","0","4","1","2","2","","2","2","2","2","2","2","2","2","2","3",392,392,"U","3","01387","0028"
"6143","0913317.086","0913317.086.02","0913317","05","02","09","Ciudad de Mexico","011","Tlahuac","0001","80","Tlahuac","0222","01",0,0,"-",1,"2","52","2","1","1","2","3","2","1","1","2","2","1","2","2","3","1","1","1","1","1","1","1","1","1","1","2","1","2","1","2","2","2","2","2","3","1","1","1","1","","3","3","2","4","","2","2","2","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","1","0","1","0","0","0","0","1","0","1","1","0","1","1","0","0","0","4","1","2","2","","2","2","2","2","2","2","2","2","2","1",392,1175,"U","3","01387","0028"
"6144","0913317.102","0913317.102.03","0913317","02","03","09","Ciudad de Mexico","011","Tlahuac","0001","80","Tlahuac","0222","01",0,0,"-",1,"2","29","2","1","3","1","3","2","3","2","2","2","2","1","2","3","2","1","1","2","1","1","2","2","1","1","1","1","1","2","2","2","2","2","2","3","1","1","1","1","","2","2","2","1","","2","2","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","1","0","1","0","1","0","0","1","0","1","1","0","0","0","0","0","0","2","2","","2","","2","2","2","2","2","2","2","2","2","1",392,1175,"U","3","01387","0028"
"6145","0913318.005","0913318.005.02","0913318","01","02","09","Ciudad de Mexico","011","Tlahuac","0001","80","Tlahuac","0222","01",0,2,"-",4,"2","36","2","1","1","2","3","2","2","2","2","2","2","2","2","3","1","1","1","1","1","1","2","2","1","1","1","1","1","2","2","2","1","2","1","3","1","1","1","1","","3","2","2","2","","3","2","2","2","1","0","1","1","0","1","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","0","1","1","1","1","1","0","0","0","3","1","1","1","1","2","2","2","2","2","2","2","1","2","1",449,899,"U","2","01388","0027"
"6146","0913318.033","0913318.033.03","0913318","02","03","09","Ciudad de Mexico","011","Tlahuac","0001","80","Tlahuac","0222","01",0,1,"-",4,"1","23","2","1","3","2","1","1","1","1","2","2","1","1","2","3","1","1","1","2","1","1","2","2","1","2","2","3","2","2","2","2","2","2","1","3","1","1","1","1","","2","2","2","1","","4","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","1","0","1","0","1","0","1","0","0","0","0","0","2","2","","1","1","2","2","2","2","2","2","2","2","2","2",449,1348,"U","2","01388","0027"
"6147","0913318.078","0913318.078.02","0913318","04","02","09","Ciudad de Mexico","011","Tlahuac","0001","80","Tlahuac","0222","01",0,2,"-",4,"1","73","2","1","3","2","3","2","2","2","2","2","2","2","2","4","2","1","2","2","1","1","2","2","1","1","1","1","2","2","1","2","2","2","2","3","1","1","1","1","","4","3","2","2","","3","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","3",449,899,"U","2","01388","0027"
"6148","0913318.096","0913318.096.01","0913318","05","01","09","Ciudad de Mexico","011","Tlahuac","0001","80","Tlahuac","0222","01",0,2,"-",4,"1","45","1","1","1","1","3","1","1","1","1","3","1","1","1","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","3","1","1","1","1","","1","1","1","1","","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","2","1","2","2","2","2","2","2","2","2","2","2","4",449,899,"U","2","01388","0027"
